pm25,pm10,co2,humidity,temperature,voc_reported,label
40.03,53.05,979.46,46.32,22.59,360.66,RISING_RISK
19.58,27.35,592.98,42.97,23.93,172.72,NORMAL
37.6,60.35,978.49,35.3,24.98,311.63,RISING_RISK
20.09,42.07,686.81,41.96,23.71,227.7,NORMAL
48.03,72.11,1086.61,43.03,24.3,393.79,STAGNATION_PREDICTED
39.43,53.94,976.83,44.16,22.81,365.45,RISING_RISK
19.84,29.61,587.3,44.09,23.85,153.96,NORMAL
35.39,59.1,983.68,36.48,24.89,322.61,RISING_RISK
16.16,39.72,669.13,40.8,24.02,232.7,NORMAL
45.82,67.13,1056.55,43.3,24.01,391.14,STAGNATION_PREDICTED
40.02,55.41,981.99,43.59,22.57,360.85,RISING_RISK
17.23,27.64,588.2,44.4,23.58,141.71,NORMAL
35.11,59.89,979.26,36.85,24.7,322.96,RISING_RISK
18.4,37.05,660.74,42.17,24.08,226.82,NORMAL
46.84,60.43,1030.01,42.51,24.27,384.99,STAGNATION_PREDICTED
38.3,59.66,981.95,43.27,22.53,362.22,RISING_RISK
18.31,30.21,586.41,43.63,23.25,136.8,NORMAL
37.26,60.78,980.89,37.09,24.48,339.56,RISING_RISK
17.92,35.62,656.07,41.48,24.1,215.87,NORMAL
44.63,60.09,995.3,42.36,24.61,373.45,RISING_RISK
35.26,62.72,980.95,43.58,22.18,364.92,RISING_RISK
16.69,27.2,571.69,43.76,23.03,146.6,NORMAL
35.58,58.94,981.49,36.6,24.15,342.98,RISING_RISK
17.2,36.43,639.47,42.22,23.78,205.48,NORMAL
45.01,56.82,962.54,41.14,25.32,356.57,RISING_RISK
36.87,63.66,984.44,43.01,22.23,363.95,RISING_RISK
15.27,26.6,572.54,45.32,22.7,149.04,NORMAL
39.65,57.16,985.93,36.64,24.3,345.67,RISING_RISK
15.89,35.55,628.91,41.16,23.51,200.97,NORMAL
42.85,54.58,933.15,41.62,24.99,345.45,RISING_RISK
38.39,62.42,1001.67,43.05,22.35,366.45,STAGNATION_PREDICTED
14.35,24.62,565.27,44.42,22.73,146.41,NORMAL
39.61,59.46,983.27,36.64,24.38,342.55,RISING_RISK
13.37,33.37,611.66,40.4,24.22,198.55,NORMAL
42.08,51.36,910.22,41.07,25.31,343.39,RISING_RISK
39.6,62.49,1011.21,41.87,22.21,357.93,STAGNATION_PREDICTED
13.59,26.94,572.08,43.62,22.67,149.34,NORMAL
38.98,61.42,991.57,36.98,24.14,344.66,RISING_RISK
15.53,30.61,605.29,40.16,24.69,190.6,NORMAL
41.41,52.23,881.78,41.17,25.21,341.55,RISING_RISK
37.18,68.85,1008.57,41.31,22.19,362.09,STAGNATION_PREDICTED
13.94,27.01,566.18,41.68,23.29,146.31,NORMAL
40.2,62.05,987.26,37.28,24.57,352.0,RISING_RISK
15.48,25.6,617.32,40.16,24.16,189.93,NORMAL
41.03,50.23,847.44,42.93,25.18,323.77,RISING_RISK
37.39,71.64,1015.64,41.73,22.11,363.18,STAGNATION_PREDICTED
12.82,25.93,564.04,40.17,23.58,161.92,NORMAL
40.61,68.28,977.09,35.82,24.95,350.67,RISING_RISK
16.41,27.01,619.06,39.66,24.19,188.96,NORMAL
39.45,51.3,834.96,41.29,24.68,305.62,RISING_RISK
41.77,70.37,1014.21,41.21,22.2,371.37,STAGNATION_PREDICTED
13.48,26.27,544.36,39.87,24.23,162.71,NORMAL
40.12,68.89,974.97,38.17,24.9,343.82,RISING_RISK
15.73,29.26,617.17,40.6,23.83,180.59,NORMAL
39.56,49.55,806.85,41.4,24.4,289.39,RISING_RISK
41.44,69.73,1020.25,42.43,22.02,364.01,STAGNATION_PREDICTED
11.8,28.8,541.96,39.72,24.69,172.59,NORMAL
42.55,70.14,964.91,40.48,25.27,361.92,RISING_RISK
14.47,27.67,609.73,41.39,23.61,176.98,NORMAL
37.99,48.1,788.07,40.98,24.23,288.98,RISING_RISK
42.02,72.13,1014.26,43.54,22.23,351.79,STAGNATION_PREDICTED
14.56,30.48,557.31,40.63,24.76,179.55,NORMAL
42.05,67.98,991.72,39.16,24.77,363.36,RISING_RISK
13.72,27.57,603.81,40.14,24.02,167.39,NORMAL
38.39,48.04,773.82,39.28,24.32,290.04,RISING_RISK
41.89,71.88,1039.47,43.6,21.58,347.5,STAGNATION_PREDICTED
17.79,35.63,579.39,40.7,24.22,198.51,NORMAL
46.3,66.48,1000.28,39.13,24.53,364.84,STAGNATION_PREDICTED
13.21,31.76,614.56,39.01,24.09,165.05,NORMAL
37.2,50.57,772.29,39.32,24.57,289.72,RISING_RISK
39.41,71.57,1008.06,43.56,21.51,340.87,STAGNATION_PREDICTED
20.17,33.83,616.41,42.36,24.05,207.38,NORMAL
47.81,68.29,1000.87,40.95,25.16,376.75,STAGNATION_PREDICTED
14.63,27.27,610.51,39.14,24.31,171.75,NORMAL
37.97,49.83,755.52,38.77,24.39,278.73,RISING_RISK
40.65,67.16,984.86,43.01,21.6,333.27,RISING_RISK
23.84,35.11,643.03,42.41,23.65,206.69,NORMAL
49.61,65.62,1009.93,40.46,24.83,383.85,STAGNATION_PREDICTED
11.66,29.04,623.7,37.89,24.46,161.78,NORMAL
36.26,47.25,750.21,38.45,24.53,272.38,RISING_RISK
37.88,66.05,968.18,42.9,21.73,312.95,RISING_RISK
26.37,36.01,664.83,41.25,23.75,214.94,NORMAL
49.77,67.06,1023.36,42.04,24.95,389.69,STAGNATION_PREDICTED
12.67,30.59,624.49,37.6,24.74,150.51,NORMAL
36.44,45.22,732.81,39.64,24.1,274.66,RISING_RISK
37.14,64.69,945.69,43.15,21.38,299.39,RISING_RISK
28.06,37.88,674.03,40.73,23.27,221.06,NORMAL
48.85,65.22,1039.5,41.13,24.94,390.68,STAGNATION_PREDICTED
12.87,32.72,621.76,39.37,24.55,157.35,NORMAL
34.72,46.86,714.49,40.58,24.11,264.73,NORMAL
37.82,62.14,946.05,42.7,21.39,309.88,RISING_RISK
29.89,36.26,695.22,41.1,23.65,230.53,NORMAL
49.17,65.75,1042.85,42.61,24.95,394.26,STAGNATION_PREDICTED
11.82,31.56,614.1,39.37,24.23,147.57,NORMAL
34.05,44.99,696.09,41.95,24.23,252.22,NORMAL
36.1,61.39,951.56,42.58,21.95,303.09,RISING_RISK
29.51,39.3,716.95,40.09,23.63,240.13,NORMAL
51.21,66.24,1048.54,44.32,25.09,391.64,STAGNATION_PREDICTED
13.09,30.66,618.95,39.13,24.06,143.87,NORMAL
33.65,42.21,687.85,42.23,24.17,242.64,NORMAL
36.17,61.75,949.02,42.05,22.48,304.87,RISING_RISK
29.37,38.38,734.14,39.33,23.71,252.42,NORMAL
51.15,65.96,1046.89,42.17,24.95,393.07,STAGNATION_PREDICTED
14.86,31.59,647.35,39.91,24.41,152.72,NORMAL
29.37,43.28,677.89,40.62,24.26,242.96,NORMAL
37.49,64.58,956.77,41.5,22.72,314.68,RISING_RISK
29.97,40.28,746.7,38.7,24.42,254.7,NORMAL
49.11,66.13,1054.52,42.06,24.86,391.93,STAGNATION_PREDICTED
15.87,33.45,668.62,40.89,24.25,165.89,NORMAL
31.35,43.02,675.05,39.56,24.32,244.58,NORMAL
38.47,69.09,949.65,41.32,22.9,320.24,RISING_RISK
30.03,40.73,759.08,38.64,24.05,255.73,NORMAL
49.74,67.49,1069.05,40.38,24.28,393.55,STAGNATION_PREDICTED
17.63,32.75,699.65,40.36,24.36,168.97,NORMAL
29.33,46.24,680.9,40.78,24.57,244.5,NORMAL
39.97,70.96,951.97,41.04,22.64,331.11,RISING_RISK
32.11,42.86,774.2,38.57,24.25,256.71,NORMAL
50.99,69.74,1064.71,40.07,24.37,396.26,STAGNATION_PREDICTED
19.07,33.84,708.5,41.19,24.29,180.75,NORMAL
28.68,46.0,658.14,40.57,24.45,241.0,NORMAL
41.65,70.6,966.28,41.39,22.99,335.5,RISING_RISK
31.78,48.4,771.94,38.1,24.14,262.08,NORMAL
50.66,72.03,1069.05,38.8,24.64,404.34,STAGNATION_PREDICTED
22.0,35.59,725.18,40.29,23.71,186.69,NORMAL
26.81,41.82,647.79,40.38,24.63,241.42,NORMAL
44.69,71.9,976.26,41.94,23.5,338.08,RISING_RISK
29.79,49.57,791.12,37.7,24.19,268.8,NORMAL
49.5,72.86,1061.01,39.09,24.77,408.72,STAGNATION_PREDICTED
24.81,38.64,732.21,41.38,24.15,198.14,NORMAL
24.15,40.48,644.07,38.66,24.63,239.84,NORMAL
46.52,71.07,977.29,41.14,23.31,347.08,RISING_RISK
29.05,51.48,787.0,38.41,24.45,277.86,RISING_RISK
51.54,73.04,1063.39,39.03,25.11,414.87,STAGNATION_PREDICTED
29.09,36.91,750.45,40.6,24.02,208.7,NORMAL
24.29,38.75,625.78,40.05,24.61,229.32,NORMAL
45.85,72.72,991.54,41.29,23.05,349.25,RISING_RISK
29.32,54.37,793.01,39.55,24.8,291.28,RISING_RISK
49.72,75.61,1063.33,39.33,25.07,417.2,STAGNATION_PREDICTED
28.53,34.58,777.0,39.95,24.02,209.85,NORMAL
22.24,34.83,612.16,42.57,24.86,223.45,NORMAL
46.01,70.53,1008.51,39.33,22.87,358.94,STAGNATION_PREDICTED
30.28,57.33,812.28,38.69,24.6,292.95,RISING_RISK
48.91,76.25,1064.51,39.83,24.47,413.94,STAGNATION_PREDICTED
29.45,35.03,788.58,40.65,23.88,223.89,NORMAL
22.83,35.15,647.24,42.69,24.64,226.13,NORMAL
45.62,70.79,1027.81,40.56,22.36,361.12,STAGNATION_PREDICTED
31.66,58.89,825.33,37.68,24.73,303.08,RISING_RISK
49.15,76.48,1045.3,40.13,24.11,410.57,STAGNATION_PREDICTED
31.53,38.42,802.69,39.52,24.17,226.8,NORMAL
26.02,41.0,660.46,42.12,24.99,237.44,NORMAL
46.22,71.26,1027.38,39.53,22.36,370.5,STAGNATION_PREDICTED
32.25,59.47,850.61,39.11,24.41,306.89,RISING_RISK
47.42,72.5,1025.54,39.58,24.11,387.87,STAGNATION_PREDICTED
31.27,39.36,811.84,41.46,23.26,227.14,NORMAL
26.69,42.87,676.75,44.1,24.8,247.26,NORMAL
47.21,71.07,1025.9,40.14,21.8,379.67,STAGNATION_PREDICTED
33.29,61.51,864.52,39.07,24.44,317.8,RISING_RISK
43.48,68.25,1002.86,39.54,24.51,373.34,STAGNATION_PREDICTED
33.0,40.59,836.94,41.88,23.17,240.23,NORMAL
27.18,42.69,703.76,44.76,24.92,249.83,NORMAL
48.19,70.7,1040.92,38.85,21.68,379.76,STAGNATION_PREDICTED
31.7,56.82,848.9,39.05,24.69,312.56,RISING_RISK
43.59,65.12,970.44,40.75,24.44,362.3,RISING_RISK
36.27,44.69,845.82,42.74,23.38,240.82,RISING_RISK
28.87,44.83,716.45,45.28,24.86,256.65,NORMAL
49.21,70.28,1053.01,38.4,21.91,376.24,STAGNATION_PREDICTED
28.34,53.36,818.06,40.64,24.64,307.79,RISING_RISK
40.62,62.86,931.44,41.93,24.65,352.53,RISING_RISK
37.12,43.39,862.65,43.64,23.0,235.85,RISING_RISK
29.68,46.42,730.92,46.11,25.45,262.62,NORMAL
48.9,70.41,1061.46,38.83,21.91,386.01,STAGNATION_PREDICTED
28.7,52.23,798.25,43.07,24.55,297.89,RISING_RISK
39.31,58.47,921.19,42.42,24.61,337.94,RISING_RISK
37.02,43.42,876.74,44.15,22.45,251.78,RISING_RISK
32.38,48.1,739.88,47.04,25.37,267.85,NORMAL
50.31,72.54,1070.81,38.25,21.69,378.89,STAGNATION_PREDICTED
29.03,51.1,780.09,43.51,24.94,289.27,RISING_RISK
40.28,56.05,896.52,41.95,24.61,319.8,RISING_RISK
36.02,47.9,880.64,43.01,22.32,263.76,RISING_RISK
31.06,48.61,755.39,46.7,25.21,275.98,NORMAL
52.65,72.73,1073.67,39.88,21.79,380.31,STAGNATION_PREDICTED
27.94,49.4,764.78,44.72,24.71,287.52,NORMAL
39.35,54.9,879.45,43.78,24.15,305.12,RISING_RISK
36.3,50.51,890.34,44.77,22.68,267.75,RISING_RISK
30.91,49.5,779.53,46.81,25.09,286.96,NORMAL
51.56,73.6,1072.38,39.45,21.52,381.42,STAGNATION_PREDICTED
27.67,53.07,746.6,44.71,24.86,289.17,RISING_RISK
35.61,55.36,864.55,42.86,24.0,308.18,RISING_RISK
35.17,49.59,896.19,46.49,22.81,275.5,RISING_RISK
32.35,48.37,802.7,46.11,25.03,285.84,NORMAL
52.21,71.95,1064.98,38.2,21.33,384.02,STAGNATION_PREDICTED
25.89,50.23,729.41,44.62,24.94,268.77,RISING_RISK
33.55,52.05,832.44,42.55,24.53,295.7,RISING_RISK
36.61,50.83,909.51,47.21,22.42,287.25,RISING_RISK
31.95,51.0,806.56,46.21,25.49,292.11,RISING_RISK
52.52,71.43,1066.46,37.48,21.59,383.72,STAGNATION_PREDICTED
24.93,47.67,711.89,43.97,24.69,257.38,NORMAL
32.5,53.29,810.75,42.26,24.95,293.66,RISING_RISK
39.87,51.81,917.26,46.98,22.64,298.02,RISING_RISK
34.63,53.63,815.79,46.16,25.19,291.74,RISING_RISK
53.24,70.79,1072.21,36.07,21.98,390.53,STAGNATION_PREDICTED
27.0,43.6,674.48,45.23,24.02,253.64,NORMAL
29.96,51.93,797.56,42.08,24.73,284.57,RISING_RISK
37.31,52.31,909.94,49.84,22.67,315.9,RISING_RISK
35.32,52.12,842.59,46.24,25.89,295.1,RISING_RISK
54.58,69.11,1073.57,36.55,22.24,379.47,STAGNATION_PREDICTED
24.27,42.16,666.24,46.58,24.3,260.42,NORMAL
28.92,50.72,784.97,42.05,24.88,272.18,RISING_RISK
40.81,52.54,909.33,49.75,23.16,317.74,RISING_RISK
36.17,54.46,856.14,45.75,26.03,311.61,RISING_RISK
53.35,72.65,1073.07,36.4,22.37,381.27,STAGNATION_PREDICTED
22.1,43.2,657.51,47.22,24.36,260.38,NORMAL
28.53,48.51,772.46,43.38,24.61,263.45,NORMAL
42.17,48.41,931.76,48.59,22.97,322.59,RISING_RISK
36.72,58.21,877.72,45.0,25.69,324.9,RISING_RISK
51.73,73.61,1053.04,36.9,22.6,367.57,STAGNATION_PREDICTED
20.04,44.84,662.13,46.7,24.28,255.48,NORMAL
24.69,48.3,754.97,43.93,24.76,259.41,NORMAL
43.15,50.85,928.92,46.63,22.59,313.94,RISING_RISK
39.64,58.48,879.65,45.49,25.39,328.59,RISING_RISK
49.09,70.72,1023.31,38.57,23.05,361.52,STAGNATION_PREDICTED
19.54,43.18,661.68,45.33,23.94,258.17,NORMAL
26.86,45.52,741.91,45.5,24.77,246.75,NORMAL
43.64,48.83,932.95,45.17,23.15,307.35,RISING_RISK
41.14,63.18,892.49,44.35,25.28,335.13,RISING_RISK
45.95,68.38,998.97,37.5,22.69,353.78,RISING_RISK
17.93,42.87,649.21,44.16,23.44,243.7,NORMAL
27.66,42.33,719.17,46.5,24.21,240.67,NORMAL
45.17,49.03,942.05,45.78,23.34,303.54,RISING_RISK
42.44,63.45,897.1,42.93,25.27,337.67,RISING_RISK
46.82,66.46,975.82,37.09,23.25,345.92,RISING_RISK
17.22,39.38,644.03,42.68,23.22,240.94,NORMAL
24.59,42.13,697.86,47.73,24.33,240.7,NORMAL
45.0,47.38,911.6,46.94,23.62,311.48,RISING_RISK
41.71,65.34,903.15,42.39,25.48,342.89,RISING_RISK
46.17,63.14,963.0,38.51,22.93,330.66,RISING_RISK
16.8,38.4,642.33,43.41,23.44,231.0,NORMAL
24.51,39.44,709.82,49.21,24.42,258.22,NORMAL
42.82,47.12,902.77,45.02,23.16,290.92,RISING_RISK
41.76,65.35,929.64,43.27,25.11,346.14,RISING_RISK
46.42,61.61,929.3,39.75,23.26,322.39,RISING_RISK
14.17,41.98,640.29,42.87,23.95,214.65,NORMAL
29.46,41.77,722.74,48.8,24.81,260.68,NORMAL
42.22,42.26,891.06,46.28,23.04,283.66,RISING_RISK
44.33,63.32,945.86,42.65,25.09,354.18,RISING_RISK
44.52,60.7,905.62,40.26,23.01,304.84,RISING_RISK
13.41,42.84,633.95,43.62,23.97,214.52,NORMAL
29.94,41.94,728.18,48.63,25.27,272.9,NORMAL
40.31,41.33,875.27,46.77,23.2,279.57,RISING_RISK
43.53,62.96,916.36,41.22,25.08,338.18,RISING_RISK
41.31,56.7,878.39,42.15,22.72,293.08,RISING_RISK
15.39,41.07,627.1,42.8,23.85,214.36,NORMAL
28.72,46.7,754.39,49.51,25.94,284.66,NORMAL
41.28,39.25,859.03,45.46,23.47,269.25,RISING_RISK
40.32,61.7,903.53,43.13,24.7,327.28,RISING_RISK
39.82,53.94,853.38,43.39,22.76,277.47,RISING_RISK
17.24,40.97,625.01,43.41,24.36,213.32,NORMAL
28.66,48.91,774.01,48.79,25.84,284.56,NORMAL
37.18,41.55,834.96,44.57,23.43,253.73,RISING_RISK
37.13,59.43,872.0,44.4,24.27,318.23,RISING_RISK
40.33,53.66,832.55,44.25,22.32,273.52,RISING_RISK
18.59,37.42,615.93,44.38,24.73,188.3,NORMAL
30.65,47.73,792.89,46.42,26.06,293.25,NORMAL
38.07,43.2,828.81,46.06,23.21,243.59,RISING_RISK
35.54,57.93,847.95,44.8,24.43,309.91,RISING_RISK
38.4,55.35,826.55,44.82,22.58,257.16,RISING_RISK
16.61,35.44,628.97,43.41,25.43,187.01,NORMAL
30.68,49.54,801.77,47.28,25.74,308.13,NORMAL
37.52,38.61,808.55,46.42,23.42,236.95,RISING_RISK
32.9,57.41,836.36,44.29,24.63,304.2,RISING_RISK
36.47,55.69,805.95,44.56,22.7,256.28,RISING_RISK
19.18,36.39,617.88,44.46,25.28,187.98,NORMAL
34.4,51.33,809.1,47.27,26.44,317.15,RISING_RISK
35.23,39.51,789.68,46.55,23.74,237.99,RISING_RISK
32.46,53.1,818.09,45.94,24.4,298.13,RISING_RISK
36.04,53.58,793.25,45.02,22.86,246.56,RISING_RISK
17.81,39.13,620.56,45.71,25.56,192.16,NORMAL
36.55,51.73,826.14,46.83,26.08,316.53,RISING_RISK
35.33,42.07,766.68,47.32,23.53,235.38,RISING_RISK
31.68,52.29,795.86,46.52,24.07,297.91,RISING_RISK
33.96,53.4,773.86,45.76,22.93,248.43,RISING_RISK
18.47,40.6,610.96,45.96,25.37,183.18,NORMAL
35.63,52.58,848.46,46.63,26.03,319.5,RISING_RISK
36.68,43.42,759.2,47.05,23.89,232.34,RISING_RISK
31.0,48.93,774.49,46.9,23.86,295.23,NORMAL
34.44,49.62,765.27,46.18,23.14,233.29,NORMAL
20.47,34.64,614.43,44.49,24.71,176.26,NORMAL
35.12,54.59,872.5,46.03,25.72,331.1,RISING_RISK
33.17,44.11,750.99,47.18,23.77,221.94,NORMAL
29.65,47.53,759.14,46.85,24.27,283.17,NORMAL
31.92,52.7,747.5,45.28,23.6,231.29,RISING_RISK
16.81,35.3,610.27,42.54,25.12,172.06,NORMAL
35.45,56.05,874.32,46.57,25.71,345.73,RISING_RISK
29.46,42.85,737.49,46.95,23.9,222.47,NORMAL
29.7,43.68,737.42,46.79,23.9,275.58,NORMAL
28.83,52.84,724.81,45.83,23.56,227.84,RISING_RISK
14.42,34.84,601.03,40.31,25.12,162.98,NORMAL
36.29,59.1,891.94,47.12,26.19,349.9,RISING_RISK
31.89,41.06,735.1,46.39,24.26,224.27,NORMAL
29.14,42.09,720.17,48.33,23.89,264.15,NORMAL
27.49,52.27,704.66,47.27,23.37,247.15,RISING_RISK
13.37,33.58,608.8,40.24,24.97,161.75,NORMAL
36.12,59.38,894.89,48.62,26.57,359.96,RISING_RISK
28.23,34.76,728.69,46.61,24.33,221.45,NORMAL
29.27,38.38,707.63,48.43,23.6,261.47,NORMAL
23.08,50.24,704.8,46.23,23.12,232.8,RISING_RISK
13.04,33.51,612.1,41.28,25.27,157.74,NORMAL
35.92,61.88,897.2,47.35,27.56,363.55,RISING_RISK
25.05,33.33,724.99,47.91,24.92,223.43,NORMAL
26.2,36.61,698.86,50.4,22.59,254.08,NORMAL
23.96,47.35,694.06,47.67,22.82,240.89,NORMAL
9.89,33.77,605.56,41.31,25.1,159.68,NORMAL
37.27,64.9,900.78,46.99,27.21,360.05,RISING_RISK
24.82,33.15,720.98,48.39,24.68,228.74,NORMAL
24.24,33.16,691.86,50.37,22.6,238.25,NORMAL
22.06,44.66,698.46,46.74,22.82,236.93,NORMAL
8.98,35.17,606.65,40.34,24.63,162.28,NORMAL
39.94,65.92,915.32,45.26,27.35,360.96,RISING_RISK
23.85,37.19,744.92,48.01,24.75,233.79,NORMAL
23.48,32.33,682.91,52.01,22.24,247.11,NORMAL
21.54,39.2,688.22,48.61,23.25,223.11,NORMAL
8.84,32.51,598.14,42.64,24.66,155.99,NORMAL
37.46,63.68,918.81,47.67,27.17,379.25,RISING_RISK
26.57,37.36,766.32,46.2,24.94,239.9,NORMAL
22.5,29.41,680.67,49.77,22.52,230.73,NORMAL
20.81,38.0,679.44,48.16,23.3,220.3,NORMAL
8.56,31.11,606.46,43.64,24.54,166.04,NORMAL
38.41,61.11,929.14,50.78,27.34,385.5,RISING_RISK
28.05,39.88,782.16,47.21,24.14,252.39,NORMAL
21.94,33.02,698.91,50.89,22.9,238.95,NORMAL
18.85,36.32,675.82,48.39,23.02,215.93,NORMAL
9.65,30.79,601.58,42.96,24.21,156.65,NORMAL
36.47,60.52,924.51,52.53,26.65,401.01,RISING_RISK
27.63,41.06,794.62,46.48,24.24,259.65,NORMAL
24.18,37.2,724.05,50.08,22.83,250.17,NORMAL
17.88,35.34,655.07,47.59,23.53,208.05,NORMAL
7.83,27.75,600.63,43.43,23.99,144.4,NORMAL
37.82,63.94,942.71,52.15,26.28,401.06,RISING_RISK
29.34,40.21,817.49,46.02,24.39,273.13,NORMAL
25.33,38.78,744.67,50.05,22.63,259.81,NORMAL
15.73,30.35,647.0,47.68,23.75,205.29,NORMAL
7.52,26.52,599.43,44.29,23.69,134.13,NORMAL
36.9,61.06,964.81,51.91,26.26,396.2,RISING_RISK
32.49,39.33,835.82,46.94,24.65,289.17,NORMAL
27.23,41.35,767.77,50.79,22.08,275.67,NORMAL
15.59,29.28,637.16,50.04,23.67,227.51,NORMAL
7.88,25.59,590.75,45.48,23.61,137.31,NORMAL
35.8,63.68,972.05,50.54,26.21,399.94,RISING_RISK
32.83,37.39,861.7,46.59,24.67,291.66,NORMAL
27.66,42.95,779.76,51.46,22.7,291.56,NORMAL
14.11,31.65,635.48,48.44,23.59,225.16,NORMAL
6.18,23.97,577.11,44.74,23.92,140.59,NORMAL
35.17,68.05,957.87,49.01,25.71,373.64,RISING_RISK
33.59,41.02,862.62,47.95,24.79,295.6,NORMAL
28.43,43.96,801.33,52.18,22.69,306.71,NORMAL
13.05,31.49,625.37,49.38,24.06,223.48,NORMAL
8.35,26.59,572.01,45.57,23.79,149.78,NORMAL
34.29,66.57,946.78,48.94,25.96,364.68,RISING_RISK
33.22,47.61,870.19,47.2,24.65,299.41,NORMAL
29.4,45.95,806.85,51.52,22.86,313.11,NORMAL
13.72,31.15,627.18,48.35,23.85,216.03,NORMAL
8.85,22.72,575.54,45.06,24.03,135.22,NORMAL
32.73,61.88,916.65,48.36,26.19,344.77,RISING_RISK
33.02,45.74,881.55,47.48,24.79,311.6,NORMAL
26.56,47.53,840.31,51.52,22.88,314.3,NORMAL
12.03,33.43,627.66,47.44,23.53,208.39,NORMAL
10.97,23.64,572.23,45.52,23.9,151.37,NORMAL
30.56,62.1,890.75,48.4,26.1,338.51,RISING_RISK
35.71,44.37,886.91,47.41,25.01,317.17,RISING_RISK
26.67,49.69,846.87,51.07,23.02,320.62,NORMAL
10.21,29.57,610.37,46.59,24.04,201.23,NORMAL
9.73,22.85,577.7,44.58,23.8,156.15,NORMAL
31.05,55.45,869.68,48.21,26.14,327.76,RISING_RISK
34.89,45.24,903.73,47.65,24.95,329.58,NORMAL
25.87,47.56,869.69,51.13,23.38,326.46,NORMAL
10.5,29.99,614.17,44.34,24.01,196.37,NORMAL
12.88,23.12,573.63,43.33,23.78,155.58,NORMAL
28.34,56.35,839.29,49.78,26.48,322.98,RISING_RISK
35.88,46.31,923.96,47.27,24.39,347.54,RISING_RISK
27.95,47.71,876.3,50.05,23.4,332.24,NORMAL
12.01,28.67,611.02,42.58,24.12,196.08,NORMAL
12.36,21.02,575.11,41.61,24.15,161.92,NORMAL
26.95,57.86,817.76,51.07,26.01,309.91,RISING_RISK
35.52,51.73,929.19,46.75,24.1,337.42,RISING_RISK
30.46,50.96,893.2,49.76,23.48,339.3,RISING_RISK
13.94,30.13,605.28,42.72,23.82,183.02,NORMAL
10.2,21.77,574.9,40.01,23.72,170.4,NORMAL
24.85,55.44,801.5,50.69,25.97,303.15,RISING_RISK
34.92,54.02,938.44,45.59,23.44,340.75,RISING_RISK
32.45,51.01,901.31,48.64,23.26,338.77,RISING_RISK
11.93,30.44,588.73,42.54,23.79,175.81,NORMAL
12.98,24.43,574.63,41.04,23.98,166.61,NORMAL
25.44,51.89,787.65,49.76,25.87,286.88,RISING_RISK
35.0,61.37,955.86,43.11,23.68,345.83,RISING_RISK
32.47,52.78,905.96,48.57,23.01,351.17,RISING_RISK
11.83,29.43,576.95,43.51,23.92,168.41,NORMAL
11.03,25.35,555.22,40.56,23.42,171.55,NORMAL
24.86,53.66,767.25,50.11,25.55,282.25,RISING_RISK
37.86,62.45,973.58,44.83,23.8,359.77,RISING_RISK
32.0,54.33,916.09,46.86,22.9,348.53,RISING_RISK
11.51,31.4,574.91,43.12,23.75,173.37,NORMAL
14.32,25.4,551.61,43.43,22.9,169.56,NORMAL
24.6,56.25,759.4,50.96,25.46,266.46,RISING_RISK
37.04,61.02,985.32,45.71,23.79,364.23,RISING_RISK
30.59,54.5,923.95,46.97,22.78,361.21,RISING_RISK
11.1,32.57,565.92,44.48,23.66,170.71,NORMAL
14.28,23.55,555.89,44.11,22.42,168.47,NORMAL
21.47,56.7,745.72,51.9,25.26,264.83,RISING_RISK
40.32,66.36,997.65,45.48,23.8,356.7,RISING_RISK
32.36,54.38,925.6,47.42,22.64,365.25,RISING_RISK
10.98,31.67,552.84,44.41,23.38,167.24,NORMAL
15.68,24.26,552.6,45.7,22.7,164.69,NORMAL
19.29,58.29,734.34,52.93,25.45,259.01,RISING_RISK
40.53,66.59,1004.77,45.18,23.07,363.68,STAGNATION_PREDICTED
32.29,54.53,939.95,47.15,23.09,370.23,RISING_RISK
13.71,33.1,552.3,44.77,24.14,159.15,NORMAL
16.88,22.12,548.02,44.94,22.74,161.46,NORMAL
19.91,55.72,728.35,52.73,25.56,257.8,RISING_RISK
39.91,69.19,1014.25,44.41,22.63,367.85,STAGNATION_PREDICTED
29.82,55.87,943.87,48.04,23.52,374.62,RISING_RISK
10.87,31.4,542.37,45.33,24.08,153.81,NORMAL
17.67,19.14,545.47,45.28,23.22,171.08,NORMAL
19.38,54.54,730.93,54.54,25.32,266.31,RISING_RISK
40.94,69.94,1024.1,43.69,22.39,359.41,STAGNATION_PREDICTED
30.04,51.87,939.01,50.27,23.57,390.24,RISING_RISK
10.58,28.58,539.25,45.52,23.74,158.2,NORMAL
17.35,19.53,525.03,44.8,23.57,172.38,NORMAL
21.43,55.66,717.43,52.44,25.3,256.47,RISING_RISK
40.06,70.05,1036.74,45.25,22.61,360.21,STAGNATION_PREDICTED
30.19,52.81,940.71,49.59,23.25,386.77,RISING_RISK
11.43,27.97,540.23,46.47,23.82,165.55,NORMAL
18.85,18.64,519.36,43.49,23.6,187.06,NORMAL
21.8,52.83,715.57,49.88,25.92,243.78,RISING_RISK
41.71,69.31,1051.39,44.66,22.55,367.11,STAGNATION_PREDICTED
30.9,54.94,944.62,48.45,23.42,389.36,RISING_RISK
9.41,27.84,539.76,45.15,24.21,157.76,NORMAL
19.21,17.3,525.18,43.16,22.84,184.68,NORMAL
